ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1610,Madagascar,MDG,,,Africa,Movement restrictions,Border closure ,No,Cruise ships not be permitted to berth in Madagascar’s ports for 30 days. ,,15/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1614,Madagascar,MDG,,,Africa,Movement restrictions,Curfews,No,A curfew is in place from 20:00 to 05:00.,,23/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1615,Madagascar,MDG,,,Africa,Social and economic measures,State of emergency declared,No,"National ""Health State of Emergency""",,21/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1616,Madagascar,MDG,,,Africa,Social distancing,Schools closure ,No,"Closure of all schools and universities. Set to last two weeks, but extendable.",,21/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1627,Madagascar,MDG,,,Africa,Social distancing,Public services closure ,No,"Closure of administrative offices for 2 weeks, but can be extended. All public services are closed except for health workers, the judiciary, public security, municipal sanitation and roadworks, JIRAMA, telecommunications and the media.",,23/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1628,Madagascar,MDG,,,Africa,Social distancing,Limit public gatherings,No,"Churches, event spaces, bars and restaurants are closed for 2 weeks. Measure extendable.",,21/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1629,Madagascar,MDG,,,Africa,Public health measures,Health screenings in airports and border crossings,No, Sanitary checks have been established at exit points from Antananarivo and other major cities.,,21/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/madagascar/coronavirus,23/03/2020,
1630,Madagascar,MDG,,,Africa,Public health measures,Introduction of quarantine policies,No,"All travellers entering the country must self quarantine in Tananarive. If they do not have a place to stay there, they will have to quarantine in a dedicated public building.",,21/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/madagascar/,23/03/2020,
1657,Madagascar,MDG,,,Africa,Social distancing,Limit public gatherings,No,Only one person per household may do the shopping.,,23/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/summary-of-president-rajoelinas-statement-03-22-20/,,
1658,Madagascar,MDG,,,Africa,Movement restrictions,Domestic travel restrictions,No,"All public transportation, urban, suburban and national, is suspended.",,23/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/summary-of-president-rajoelinas-statement-03-22-20/,,
668,Malawi,MWI,,,Africa,Public health measures,Health screenings in airports and border crossings,No,With questionnaires on symptoms and travel history.,,02/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,16/03/2020,
669,Malawi,MWI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"If history of travel in the previous 14 days in China and other risk countries and with symptoms, home isolation for 14 days. Plus daily chekups",,02/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,16/03/2020,
1925,Malawi,MWI,,,Africa,Social and economic measures,State of emergency declared,No,President announces state of disaster over covid-19.,,20/03/2020,Journal du Cameroon,Media,https://www.journalducameroun.com/en/malawi-mutharika-declares-coronavirus-state-of-disaster/,24/03/2020,
1926,Malawi,MWI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Travelers from the following countries will be required to undergo a 14 days Self-Quarantine due to the COVI-19 pandemic: China, Italy, Islamic Republic of Iran, Republic of Korea, Germany, France, Spain, USA, Switzerland, Denmark, Sweden, UK, Nederland, Norway, Belgium, Austria, Japan, Finland and Greece.",,16/03/2020,Ethiopian Airlines,Other organisations,https://www.ethiopianairlines.com/aa/en/breaking-news/updates-and-health-advisory-on-the-covid-19-virus,24/03/2020,
1930,Malawi,MWI,,,Africa,Social distancing,Schools closure ,No,"Government has directed that all schools, colleges (including technical colleges), both public and private universities should be closed by Monday, March 23 2020.",,23/03/2020,The Times,Media,https://times.mw/peter-mutharika-declares-covid-19-national-disaster/,24/03/2020,
1931,Malawi,MWI,,,Africa,Public health measures,Health screenings in airports and border crossings,No,We are screening for Coronavirus on all travellers arriving in Malawi through our borders and international airports.,,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1932,Malawi,MWI,,,Africa,Social distancing,Limit public gatherings,No,Government has suspended hosting of international meetings and banned public servants from attending both regional and international meetings being hosted by affected countries. The ban has been extended to all people travelling on other government-related activities such as sports.,,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1933,Malawi,MWI,,,Africa,Public health measures,General recommendations,No,Government is advising the general public to avoid non-essential travel to the affected countries.,,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1934,Malawi,MWI,,,Africa,Social distancing,Limit public gatherings,No,"Government is restricting public gatherings to less than 100 people. This restriction applies to all gatherings including weddings, funerals, church, congregations, rallies, government meetings etc; The national security apparatus has been ordered into action to enforce these restrictions.",,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1935,Malawi,MWI,,,Africa,Movement restrictions,Visa restrictions,Yes,"Government has banned travel of foreign nationals from countries highly affected by coronavirus disease. However, SADC countries are exempted. ",,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1936,Malawi,MWI,,,Africa,Movement restrictions,Visa restrictions,Yes,Government has temporarily suspended issuance of visa to citizens of countries highly affected by coronavirus;,,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
1937,Malawi,MWI,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Returning residents and nationals from Coronavirus affected countries will be subjected to self or institutional quarantine.,,20/03/2020,Ministry of Health,Social media,https://www.facebook.com/malawimoh/posts/2724685064253658?__tn__=K-R,24/03/2020,
172,Malaysia,MYS,,,Asia,Public health measures,Health screenings in airports and border crossings,No,,Not applicable,11/03/2020,PortugalNews,Media,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
296,Malaysia,MYS,,,Asia,Social distancing,Limit public gatherings,No,,Not applicable,11/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
299,Malaysia,MYS,,,Asia,Movement restrictions,Visa restrictions,Yes,People travelling from a number of countries either complete ban or 14 days quarantine (if permanent residents of Malaysia),Not applicable,13/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
301,Malaysia,MYS,,,Asia,Movement restrictions,Visa restrictions,No,No cruse ships allowed in ports.,Not applicable,08/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
1359,Malaysia,MYS,,,Asia,Public health measures,General recommendations,Yes,"All 14,500 Malaysian attendees of the 'tabligh' (religious) gathering at Seri Petaling Mosque held from Feb 27 to March 1 have been advised to come forward for testing after confirmed covid-19 cases ",,13/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/13/covid-19-14500-malaysians-attended-sri-petaling-mosque-programme-not-5000?utm_source=outbreak.my,21/03/2020,
1360,Malaysia,MYS,,,Asia,Movement restrictions,Surveillance and monitoring,Yes,"Three tabligh members, including one suspected of having attended the recent rally at the Seri Petaling Mosque, were arrested while trying to flee from a roadblock on Jalan Sultan Azlan Shah near here on Friday (March 20). Shortly after they were detained at about 6.30pm, police escorted the trio, aged between 27 and 56 years, to the Bayan Baru Health Clinic to undergo COVID-19 screening.",Arrest/Detention,21/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/21/three-tabligh-members-arrested-including-seri-petaling-mosque-attendee?utm_source=outbreak.my,21/03/2020,
1361,Malaysia,MYS,,,Asia,Movement restrictions,Surveillance and monitoring,No,"A total of 8,600 police personnel have been deployed nationwide to ensure that people abide by the MCO. The personnel on duty were assigned to perform checks and set up roadblocks while reminding the people to adhere to the rules and regulations stipulated in the MCO, which was introduced following the Covid-19 outbreak.",,18/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/19/igp-8600-cops-deployed-nationwide-to-ensure-people-abide-by-mco?utm_source=outbreak.my,21/03/2020,
1362,Malaysia,MYS,,,Asia,Movement restrictions,Surveillance and monitoring,No,Army to assist cops in enforcing MCO from Sunday (March 22),,17/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/20/army-to-assist-cops-enforce-mco-on-sunday-march-22?utm_source=outbreak.my,21/03/2020,
1363,Malaysia,MYS,,,Asia,Movement restrictions,Border closure ,Yes,Malaysians working in neighbouring countries of Singapore and Thailand will not be allowed to commute to work beginning Wednesday (March 18),,17/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/17/those-working-in-singapore-thailand-will-have-to-stay-home-during-movement-control-order-says-immigration-dg?utm_source=outbreak.my,21/03/2020,
1364,Malaysia,MYS,,,Asia,Social and economic measures,Economic measures,Yes,"Workers who are issued a quarantine order for Covid-19 cannot be forced to take their annual leave, says the Human Resources Ministry. “Workers who were given a quarantine or observation or home surveillance order cannot be forced to use their annual leave for the quarantine period, as the annual leave is part of the workers' rights. “Employers can order any of their workers who are unwell to not attend work and to grant them paid leave. “Employers also cannot bar their workers from coming to the workplace without a quarantine order issued by any registered medical practitioner, ” the Ministry said in a statement on Tuesday (March 17). Employers who do not provide paid sick leave for their workers for the quarantine would be committing an offence under Section 60F of the Employment Act, it added.",,17/03/2020,The Star,Media,https://www.thestar.com.my/news/nation/2020/03/17/workers-under-quarantine-can039t-be-forced-to-take-annual-leave-says-human-resources-ministry?ut,21/03/2020,
1365,Malaysia,MYS,,,Asia,Lockdown,Partial lockdown,No,"Movement Control Order (MCO) in place from March 18-31 in place under the Prevention and Control of Infectious Diseases Act 1988 and the Police Act 1967. Government and private offices apart from those providing essential services are closed. All shops other than businesses dealing with daily essentials – such as food and pharmaceutical stores are closed. The Chief Minister of Sarawak has announced that people will only be allowed to leave their homes in order to buy daily necessities, essential goods and services.",Up to detention,18/03/2020,Malaysia Govt,Government,https://www.malaysia.gov.my/portal/index,22/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
1367,Malaysia,MYS,,,Asia,Movement restrictions,Border closure ,Yes,"The restrictions under the ‘Movement Control Order’, which is in effect till at least 31 March, ban all foreigners from entering the country.",,18/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,22/03/2020,
1368,Malaysia,MYS,,,Asia,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"For foreign long-term pass holders, only those working in the country’s essential services sector will be allowed entry - they must obtain a letter of confirmation from their employers and liaise with the Malaysian Immigration Department.",,18/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,22/03/2020,
