"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"2654","PE118-business",2020-07-16,2020-07-20,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Department of Education and Lifelong Learning
What: Permitted all libraries to open for reduced in-person services
Effective until:","Canada","Department of Education and Lifelong Learning","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/public-libraries-safely-reopen-islanders","Prince Edward Island"
"2655","PE119",2020-08-04,2020-09-01,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Government of Prince Edward Island
What: Permitted all child care centres to operate at full capacity
Effective until:","Canada","Government of Prince Edward Island","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/child-care-centres-will-begin-operating-full-capacity","Prince Edward Island"
"2656","PE120",2020-08-05,2020-08-05,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Department of Education and Lifelong Learning
What: Updated plan on reopening elementary, middle and high schools to indicate prospective dates: schools will reopen on September 8 as planned for in-person classes; teachers will return to schools a week earlier, on September 1, for orientation 
Effective until:","Canada","Department of Education and Lifelong Learning","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/students-return-class-learning, https://www.princeedwardisland.ca/sites/default/files/publications/psb_september_2020_guidelines.pdf","Prince Edward Island"
"2657","PE121",2020-05-12,2020-05-15,"2020-06-14","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2020-06-14","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200512truwww.pdf","Prince Edward Island"
"2658","PE122",2020-06-09,2020-06-15,"2020-07-14","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2020-07-14","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200609truwww.pdf","Prince Edward Island"
"2659","PE123",2020-07-14,2020-07-15,"2020-08-13","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2020-08-13","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200714truwww.pdf","Prince Edward Island"
"2660","PE124",2020-05-28,2020-05-31,"2020-06-14","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the provincial state of emergency
Effective until: 2020-06-14","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200528truwww.pdf","Prince Edward Island"
"2661","PE125",2020-06-11,2020-06-15,"2020-06-28","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the provincial state of emergency
Effective until: 2020-06-28","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200611truwww.pdf","Prince Edward Island"
"2662","PE126",NA,2020-06-29,NA,"Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Provincial state of emergency expired and not renewed
Effective until:","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200611truwww.pdf, https://www.capebretonpost.com/news/canada/pei-is-no-longer-in-a-state-of-emergency-469467/","Prince Edward Island"
"2663","PE127",2020-07-29,2020-07-29,NA,"Social Distancing",NA,"Who: Department of Health and Wellness
What: Removed requirement for long-term care residents to designate visitors; 2 visitors permitted for indoor and outdoor visits at any 1 time during visiting hours; these 2 visitors are permitted in addition to a designated Partner in Care who may support daily activities and decision-making
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/information/health-pei/long-term-care-easing-restriction-visitation, https://www.princeedwardisland.ca/sites/default/files/publications/2020_7_29_cpho_directive_of_visitation_to_long_term_care_facilities.pdf","Prince Edward Island"
"2664","PE128",2020-03-16,2020-03-16,NA,"Health Resources","Other Health Infrastructure","Who: Medical Society of Prince Edward Island
What: Released virtual care billing codes for physicians 
Effective date:","Canada","Medical Society of Prince Edward Island","Provincial","Provincial","https://www.mspei.org/covid/billing/","Prince Edward Island"
"2665","PE129",2020-07-14,2020-07-14,NA,"Social Distancing",NA,"Who: Department of Health and Wellness
What: Mandated the wearing of masks for patients in emergency departments and psychiatric urgent care centres; patients provided masks if they do not have them
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/one-additional-covid-19-case-confirmed-prince-edward-island","Prince Edward Island"
"2666","PE130",2020-03-30,2020-03-30,NA,"Health Testing",NA,"Who: Government of Prince Edward Island, Chief Public Health Officer
What: Removed recent international travel from the testing criteria
Effective until:","Canada","Government of Prince Edward Island, Chief Public Health Officer","Provincial","Provincial",", https://www.cbc.ca/news/canada/prince-edward-island/pei-monday-march-30-afternoon-briefing-covid-19-1.5514698","Prince Edward Island"
"2667","PE131",2020-04-14,2020-04-14,NA,"Health Testing",NA,"Who: Department of Health and Wellness
What: Expanded list of symptoms to include fever, new or worsening cough, sore throat, runny nose, sneezing, congestion and unusual fatigue
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://web.archive.org/web/20200420174626if_/https://www.princeedwardisland.ca/en/information/health-and-wellness/about-covid-19-coronavirus","Prince Edward Island"
"2668","PE132",2020-05-05,2020-05-05,NA,"Health Testing",NA,"Who: Department of Health and Wellness
What: Expanded list of symptoms to include new or worsening cough, fever/chills, sore throat, marked fatigue, sneezing, congestion, body aches and runny nose
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://web.archive.org/web/20200516075344if_/https://www.princeedwardisland.ca/en/information/health-and-wellness/about-covid-19-coronavirus","Prince Edward Island"
"2669","PE133",2020-05-19,2020-05-19,NA,"Health Testing",NA,"Who: Department of Health and Wellness
What: Expanded list of symptoms to include new or worsening cough, shortness of breath or difficulty breathing, fever, chills, sore throat, runny nose, sneezing, congestion, headache, muscle aches, unusual fatigue and acute loss of sense of smell or taste
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://web.archive.org/web/20200601100246/https://www.princeedwardisland.ca/en/information/health-and-wellness/about-covid-19-coronavirus","Prince Edward Island"
"2670","PE134",2020-08-11,2020-08-14,"2020-09-12","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2020-09-12","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200811truwww.pdf","Prince Edward Island"
"2671","PE135",2020-09-08,2020-09-13,"2020-10-12","Declaration of Emergency",NA,"Who: Government of Prince Edward Island, Executive Council
What: Extended the public health state of emergency
Effective until: 2020-10-12","Canada","Government of Prince Edward Island, Executive Council","Provincial","Provincial","https://www.princeedwardisland.ca/sites/default/files/publications/20200908truwww.pdf","Prince Edward Island"
"2672","PE136-mass_gatherings",2020-08-18,2020-08-18,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Chief Public Health Officer
What: Increased the limit on organized gatherings (e.g., worship service, concert and sporting events) to 3 cohorts of 50 people with distancing measures in place; lowered the distancing requirement for singing and vigorous vocalization to 2 metres as long as masks are worn by those singing
Effective until:","Canada","Chief Public Health Officer","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/province-confirms-three-new-cases-covid-19","Prince Edward Island"
"2673","PE137-external_border",2020-08-28,2020-08-28,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Department of Health and Wellness
What: Permitted family members (who are Canadian citizens or permanent residents) of seasonal P.E.I. residents to apply for entry into P.E.I.; self-isolation rules apply
Effective until:","Canada","Department of Health and Wellness","Provincial","Provincial","https://www.princeedwardisland.ca/en/news/family-members-seasonal-residents-can-now-apply-visit-pei","Prince Edward Island"
